STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,na_item,National accounts indicator (ESA 2010),geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:TIPSNA40(1.0),Real GDP per capita,A,Annual,CLV15_EUR_HAB,"Chain linked volumes (2015), euro per capita",B1GQ,Gross domestic product at market prices,PT,Portugal,2023,,20110,,p,provisional,,
dataflow,ESTAT:TIPSNA40(1.0),Real GDP per capita,A,Annual,CLV15_EUR_HAB,"Chain linked volumes (2015), euro per capita",B1GQ,Gross domestic product at market prices,RO,Romania,2014,,7800,,,,,
dataflow,ESTAT:TIPSNA40(1.0),Real GDP per capita,A,Annual,CLV15_EUR_HAB,"Chain linked volumes (2015), euro per capita",B1GQ,Gross domestic product at market prices,RO,Romania,2015,,8090,,,,,
dataflow,ESTAT:TIPSNA40(1.0),Real GDP per capita,A,Annual,CLV15_EUR_HAB,"Chain linked volumes (2015), euro per capita",B1GQ,Gross domestic product at market prices,RO,Romania,2016,,8370,,,,,
dataflow,ESTAT:TIPSNA40(1.0),Real GDP per capita,A,Annual,CLV15_EUR_HAB,"Chain linked volumes (2015), euro per capita",B1GQ,Gross domestic product at market prices,RO,Romania,2017,,9100,,,,,
dataflow,ESTAT:TIPSNA40(1.0),Real GDP per capita,A,Annual,CLV15_EUR_HAB,"Chain linked volumes (2015), euro per capita",B1GQ,Gross domestic product at market prices,RO,Romania,2018,,9720,,,,,
dataflow,ESTAT:TIPSNA40(1.0),Real GDP per capita,A,Annual,CLV15_EUR_HAB,"Chain linked volumes (2015), euro per capita",B1GQ,Gross domestic product at market prices,RO,Romania,2019,,10140,,,,,
dataflow,ESTAT:TIPSNA40(1.0),Real GDP per capita,A,Annual,CLV15_EUR_HAB,"Chain linked volumes (2015), euro per capita",B1GQ,Gross domestic product at market prices,RO,Romania,2020,,9820,,,,,
dataflow,ESTAT:TIPSNA40(1.0),Real GDP per capita,A,Annual,CLV15_EUR_HAB,"Chain linked volumes (2015), euro per capita",B1GQ,Gross domestic product at market prices,RO,Romania,2021,,10450,,,,,
dataflow,ESTAT:TIPSNA40(1.0),Real GDP per capita,A,Annual,CLV15_EUR_HAB,"Chain linked volumes (2015), euro per capita",B1GQ,Gross domestic product at market prices,RO,Romania,2022,,10910,,,,,
dataflow,ESTAT:TIPSNA40(1.0),Real GDP per capita,A,Annual,CLV15_EUR_HAB,"Chain linked volumes (2015), euro per capita",B1GQ,Gross domestic product at market prices,RO,Romania,2023,,11170,,p,provisional,,
dataflow,ESTAT:TIPSNA40(1.0),Real GDP per capita,A,Annual,CLV15_EUR_HAB,"Chain linked volumes (2015), euro per capita",B1GQ,Gross domestic product at market prices,SE,Sweden,2014,,44690,,,,,
dataflow,ESTAT:TIPSNA40(1.0),Real GDP per capita,A,Annual,CLV15_EUR_HAB,"Chain linked volumes (2015), euro per capita",B1GQ,Gross domestic product at market prices,SE,Sweden,2015,,46160,,,,,
dataflow,ESTAT:TIPSNA40(1.0),Real GDP per capita,A,Annual,CLV15_EUR_HAB,"Chain linked volumes (2015), euro per capita",B1GQ,Gross domestic product at market prices,SE,Sweden,2016,,46590,,,,,
dataflow,ESTAT:TIPSNA40(1.0),Real GDP per capita,A,Annual,CLV15_EUR_HAB,"Chain linked volumes (2015), euro per capita",B1GQ,Gross domestic product at market prices,SE,Sweden,2017,,46800,,,,,
dataflow,ESTAT:TIPSNA40(1.0),Real GDP per capita,A,Annual,CLV15_EUR_HAB,"Chain linked volumes (2015), euro per capita",B1GQ,Gross domestic product at market prices,SE,Sweden,2018,,47080,,,,,
dataflow,ESTAT:TIPSNA40(1.0),Real GDP per capita,A,Annual,CLV15_EUR_HAB,"Chain linked volumes (2015), euro per capita",B1GQ,Gross domestic product at market prices,SE,Sweden,2019,,47790,,,,,
dataflow,ESTAT:TIPSNA40(1.0),Real GDP per capita,A,Annual,CLV15_EUR_HAB,"Chain linked volumes (2015), euro per capita",B1GQ,Gross domestic product at market prices,SE,Sweden,2020,,46550,,,,,
dataflow,ESTAT:TIPSNA40(1.0),Real GDP per capita,A,Annual,CLV15_EUR_HAB,"Chain linked volumes (2015), euro per capita",B1GQ,Gross domestic product at market prices,SE,Sweden,2021,,48690,,,,,
dataflow,ESTAT:TIPSNA40(1.0),Real GDP per capita,A,Annual,CLV15_EUR_HAB,"Chain linked volumes (2015), euro per capita",B1GQ,Gross domestic product at market prices,SE,Sweden,2022,,48780,,,,,
dataflow,ESTAT:TIPSNA40(1.0),Real GDP per capita,A,Annual,CLV15_EUR_HAB,"Chain linked volumes (2015), euro per capita",B1GQ,Gross domestic product at market prices,SE,Sweden,2023,,48350,,,,,
dataflow,ESTAT:TIPSNA40(1.0),Real GDP per capita,A,Annual,CLV15_EUR_HAB,"Chain linked volumes (2015), euro per capita",B1GQ,Gross domestic product at market prices,SI,Slovenia,2014,,18230,,,,,
dataflow,ESTAT:TIPSNA40(1.0),Real GDP per capita,A,Annual,CLV15_EUR_HAB,"Chain linked volumes (2015), euro per capita",B1GQ,Gross domestic product at market prices,SI,Slovenia,2015,,18660,,,,,
dataflow,ESTAT:TIPSNA40(1.0),Real GDP per capita,A,Annual,CLV15_EUR_HAB,"Chain linked volumes (2015), euro per capita",B1GQ,Gross domestic product at market prices,SI,Slovenia,2016,,19210,,,,,
dataflow,ESTAT:TIPSNA40(1.0),Real GDP per capita,A,Annual,CLV15_EUR_HAB,"Chain linked volumes (2015), euro per capita",B1GQ,Gross domestic product at market prices,SI,Slovenia,2017,,20190,,,,,
dataflow,ESTAT:TIPSNA40(1.0),Real GDP per capita,A,Annual,CLV15_EUR_HAB,"Chain linked volumes (2015), euro per capita",B1GQ,Gross domestic product at market prices,SI,Slovenia,2018,,21010,,,,,
dataflow,ESTAT:TIPSNA40(1.0),Real GDP per capita,A,Annual,CLV15_EUR_HAB,"Chain linked volumes (2015), euro per capita",B1GQ,Gross domestic product at market prices,SI,Slovenia,2019,,21570,,,,,
dataflow,ESTAT:TIPSNA40(1.0),Real GDP per capita,A,Annual,CLV15_EUR_HAB,"Chain linked volumes (2015), euro per capita",B1GQ,Gross domestic product at market prices,SI,Slovenia,2020,,20560,,,,,
dataflow,ESTAT:TIPSNA40(1.0),Real GDP per capita,A,Annual,CLV15_EUR_HAB,"Chain linked volumes (2015), euro per capita",B1GQ,Gross domestic product at market prices,SI,Slovenia,2021,,22230,,,,,
dataflow,ESTAT:TIPSNA40(1.0),Real GDP per capita,A,Annual,CLV15_EUR_HAB,"Chain linked volumes (2015), euro per capita",B1GQ,Gross domestic product at market prices,SI,Slovenia,2022,,22810,,,,,
dataflow,ESTAT:TIPSNA40(1.0),Real GDP per capita,A,Annual,CLV15_EUR_HAB,"Chain linked volumes (2015), euro per capita",B1GQ,Gross domestic product at market prices,SI,Slovenia,2023,,23170,,,,,
dataflow,ESTAT:TIPSNA40(1.0),Real GDP per capita,A,Annual,CLV15_EUR_HAB,"Chain linked volumes (2015), euro per capita",B1GQ,Gross domestic product at market prices,SK,Slovakia,2014,,14100,,,,,
dataflow,ESTAT:TIPSNA40(1.0),Real GDP per capita,A,Annual,CLV15_EUR_HAB,"Chain linked volumes (2015), euro per capita",B1GQ,Gross domestic product at market prices,SK,Slovakia,2015,,14820,,,,,
dataflow,ESTAT:TIPSNA40(1.0),Real GDP per capita,A,Annual,CLV15_EUR_HAB,"Chain linked volumes (2015), euro per capita",B1GQ,Gross domestic product at market prices,SK,Slovakia,2016,,15090,,,,,
dataflow,ESTAT:TIPSNA40(1.0),Real GDP per capita,A,Annual,CLV15_EUR_HAB,"Chain linked volumes (2015), euro per capita",B1GQ,Gross domestic product at market prices,SK,Slovakia,2017,,15500,,,,,
dataflow,ESTAT:TIPSNA40(1.0),Real GDP per capita,A,Annual,CLV15_EUR_HAB,"Chain linked volumes (2015), euro per capita",B1GQ,Gross domestic product at market prices,SK,Slovakia,2018,,16110,,,,,
dataflow,ESTAT:TIPSNA40(1.0),Real GDP per capita,A,Annual,CLV15_EUR_HAB,"Chain linked volumes (2015), euro per capita",B1GQ,Gross domestic product at market prices,SK,Slovakia,2019,,16450,,,,,
dataflow,ESTAT:TIPSNA40(1.0),Real GDP per capita,A,Annual,CLV15_EUR_HAB,"Chain linked volumes (2015), euro per capita",B1GQ,Gross domestic product at market prices,SK,Slovakia,2020,,16010,,,,,
dataflow,ESTAT:TIPSNA40(1.0),Real GDP per capita,A,Annual,CLV15_EUR_HAB,"Chain linked volumes (2015), euro per capita",B1GQ,Gross domestic product at market prices,SK,Slovakia,2021,,16980,,b,break in time series,,
dataflow,ESTAT:TIPSNA40(1.0),Real GDP per capita,A,Annual,CLV15_EUR_HAB,"Chain linked volumes (2015), euro per capita",B1GQ,Gross domestic product at market prices,SK,Slovakia,2022,,17000,,,,,
dataflow,ESTAT:TIPSNA40(1.0),Real GDP per capita,A,Annual,CLV15_EUR_HAB,"Chain linked volumes (2015), euro per capita",B1GQ,Gross domestic product at market prices,SK,Slovakia,2023,,17370,,,,,
